     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.360,     0.000,    0.0000
     0.840,     0.000,    0.0000
     0.240,     0.000,    0.0000
     0.240,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.240,     0.000,    0.0000
     0.600,     0.000,    0.0006
     0.240,     0.000,    0.0011
     0.360,     0.000,    0.0013
     0.240,     0.000,    0.0016
     0.480,     0.000,    0.0018
     0.360,     0.000,    0.0022
     0.240,     0.000,    0.0026
     0.240,     0.000,    0.0027
     0.000,     0.000,    0.0028
     0.000,     0.000,    0.0026
     0.960,     0.000,    0.0025
     1.200,     0.000,    0.0037
     1.800,     0.000,    0.0054
     0.480,     0.000,    0.0084
     0.240,     0.000,    0.0085
     0.000,     0.000,    0.0081
     0.000,     0.000,    0.0072
     0.600,     0.000,    0.0064
     0.600,     0.000,    0.0070
     0.000,     0.000,    0.0074
     0.360,     0.000,    0.0067
     0.000,     0.000,    0.0067
     0.000,     0.000,    0.0060
     0.000,     0.000,    0.0054
     0.000,     0.000,    0.0049
     0.000,     0.000,    0.0045
     0.360,     0.000,    0.0041
     0.360,     0.000,    0.0043
     0.240,     0.000,    0.0046
     0.600,     0.000,    0.0046
     0.720,     0.000,    0.0052
     0.600,     0.000,    0.0060
     0.240,     0.000,    0.0066
     0.000,     0.000,    0.0064
     0.240,     0.000,    0.0057
     0.240,     0.000,    0.0056
     0.600,     0.000,    0.0055
     0.600,     0.000,    0.0061
     0.840,     0.000,    0.0067
     0.480,     0.000,    0.0077
     0.840,     0.000,    0.0078
     0.840,     0.000,    0.0088
     0.360,     0.000,    0.0096
     0.360,     0.000,    0.0093
     0.000,     0.000,    0.0090
     0.000,     0.000,    0.0080
     0.000,     0.000,    0.0071
     0.000,     0.000,    0.0064
     0.000,     0.000,    0.0058
     0.000,     0.000,    0.0052
     0.000,     0.000,    0.0047
     0.480,     0.000,    0.0043
     0.360,     0.000,    0.0047
     0.000,     0.000,    0.0049
     0.000,     0.000,    0.0045
     0.720,     0.000,    0.0041
     0.960,     0.000,    0.0050
     0.360,     0.000,    0.0063
     0.000,     0.000,    0.0063
     0.480,     0.000,    0.0057
     0.360,     0.000,    0.0060
     0.360,     0.000,    0.0061
     0.000,     0.000,    0.0062
     0.600,     0.000,    0.0056
     0.240,     0.000,    0.0062
     0.000,     0.000,    0.0060
     0.000,     0.000,    0.0054
     0.000,     0.000,    0.0049
     0.000,     0.000,    0.0045
     0.000,     0.000,    0.0041
     0.000,     0.000,    0.0037
     0.000,     0.000,    0.0034
     0.000,     0.000,    0.0032
     0.000,     0.000,    0.0029
     0.000,     0.000,    0.0027
     0.000,     0.000,    0.0025
     0.000,     0.000,    0.0023
     0.000,     0.000,    0.0022
     0.000,     0.000,    0.0020
     0.000,     0.000,    0.0019
     0.000,     0.000,    0.0018
     0.000,     0.000,    0.0017
     0.000,     0.000,    0.0016
     0.000,     0.000,    0.0015
     0.000,     0.000,    0.0014
     0.000,     0.000,    0.0013
     0.000,     0.000,    0.0012
     0.000,     0.000,    0.0012
     0.000,     0.000,    0.0011
     0.000,     0.000,    0.0011
     0.000,     0.000,    0.0010
     0.000,     0.000,    0.0010
     0.000,     0.000,    0.0009
     0.000,     0.000,    0.0009
     0.000,     0.000,    0.0008
     0.000,     0.000,    0.0008
     0.000,     0.000,    0.0008
     0.000,     0.000,    0.0007
     0.000,     0.000,    0.0007
     0.000,     0.000,    0.0007
     0.000,     0.000,    0.0006
     0.000,     0.000,    0.0006
     0.000,     0.000,    0.0006
     0.000,     0.000,    0.0006
     0.000,     0.000,    0.0005
     0.000,     0.000,    0.0005
     0.000,     0.000,    0.0005
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
     0.000,     0.000,    0.0000
